,_type,url,date,content,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags,user_id,text_processed
393,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1046340938128392192,2018-09-30 10:08:14+00:00,"- O que a mídia não mostra.
- Sobral/CE é Bolsonaro. https://t.co/xJwHEfsuWp","- O que a mídia não mostra.
- Sobral/CE é Bolsonaro. youtu.be/3brSrxlh6MY",1046340938128392192,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597882, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",391,2761,11982,171,1046340938128392192,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['http://youtu.be/3brSrxlh6MY'],['https://t.co/xJwHEfsuWp'],,,,,,,,,,,jairbolsonaro, - mídia mostra - sobral/ce
394,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1046331115563364353,2018-09-30 09:29:12+00:00,"Os venezuelanos morrem de fome devido à tirania de um governo que anda de mãos dadas com a ditadura cubana. Via BNDES e outras fontes de seu dinheiro o Brasil é um dos maiores patrocinadores do socialismo que massacra milhões no mundo. Isso vai mudar! Conosco, o foco é o Brasil!","Os venezuelanos morrem de fome devido à tirania de um governo que anda de mãos dadas com a ditadura cubana. Via BNDES e outras fontes de seu dinheiro o Brasil é um dos maiores patrocinadores do socialismo que massacra milhões no mundo. Isso vai mudar! Conosco, o foco é o Brasil!",1046331115563364353,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597882, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",1376,8850,38266,494,1046331115563364353,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,,,,,,,,jairbolsonaro, venezuelanos morrem devido tirania anda mãos dadas ditadura cubana via bndes outras fontes dinheiro maiores patrocinadores socialismo massacra milhões vai mudar conosco foco
395,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1046184335743873030,2018-09-29 23:45:57+00:00,"Na propaganda do PSDB na TV, apareço mais do que seu próprio candidato. Gastaram dezenas de milhões de dinheiro público para inventar mentiras frágeis a meu respeito. Muito fraco. Precisa merendar mais!","Na propaganda do PSDB na TV, apareço mais do que seu próprio candidato. Gastaram dezenas de milhões de dinheiro público para inventar mentiras frágeis a meu respeito. Muito fraco. Precisa merendar mais!",1046184335743873030,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597882, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",2520,13316,60832,1527,1046184335743873030,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,,,,,,,,jairbolsonaro, propaganda psdb tv apareço próprio candidato gastaram dezenas milhões dinheiro público inventar mentiras frágeis respeito fraco precisa merendar
396,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1046177369499807746,2018-09-29 23:18:16+00:00,Este fiasco grande parte da mídia não mostra! Tentam te convencer de todo jeito que o pai do kit-gay e pau mandado do corrupto preso tem crescido nas pesquisas. As mentiras só aumentarão até o fim! ! https://t.co/x7inDfVRtV,Este fiasco grande parte da mídia não mostra! Tentam te convencer de todo jeito que o pai do kit-gay e pau mandado do corrupto preso tem crescido nas pesquisas. As mentiras só aumentarão até o fim! ! https://t.co/x7inDfVRtV,1046177369499807746,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597882, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",1041,5463,22249,428,1046177369499807746,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1046176899238694914/pu/img/qnw7FwQ-i1pT9rtL.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1046176899238694914/pu/vid/480x480/179gCqRoPu6gBu0R.mp4?tag=5', 'bitrate': 832000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1046176899238694914/pu/pl/ktClWeVkn3eB6BXC.m3u8?tag=5', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1046176899238694914/pu/vid/720x720/SvzRpPTJcgBX5ETI.mp4?tag=5', 'bitrate': 1280000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1046176899238694914/pu/vid/240x240/BQbDpIOBPMcGI-Mz.mp4?tag=5', 'bitrate': 256000}], 'duration': 36.9, 'views': 311907}]",,,,,,,,,,jairbolsonaro, fiasco grande parte mídia mostra tentam convencer jeito pai kit-gay pau mandado corrupto preso crescido pesquisas mentiras aumentarão fim
400,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1046153829824311302,2018-09-29 21:44:44+00:00,"Enfim em casa, perto de minha família no aconchego de nossso lar! Não há sensação melhor! Obrigado a todos pelas manifestações de carinho que pude ver no percurso de volta e em todo Brasil! Um forte abraço a todos!👍🏻🇧🇷","Enfim em casa, perto de minha família no aconchego de nossso lar! Não há sensação melhor! Obrigado a todos pelas manifestações de carinho que pude ver no percurso de volta e em todo Brasil! Um forte abraço a todos!👍🏻🇧🇷",1046153829824311302,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597882, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",4392,8824,64083,1034,1046153829824311302,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,,,,,,,,jairbolsonaro, forte falou filipe ducha gelada volta batente 👍🏻 enfim perto família aconchego nossso lar sensação melhor obrigado manifestações carinho pude ver percurso volta forte todos👍🏻🇧🇷
401,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1046088259846230023,2018-09-29 17:24:11+00:00,PT e PC do B assinam apoio ao regime  de Nicolás Maduro. https://t.co/OW1gudCc8S,PT e PC do B assinam apoio ao regime  de Nicolás Maduro. tinyurl.com/yayrksky,1046088259846230023,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597882, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",717,5959,16464,720,1046088259846230023,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['https://tinyurl.com/yayrksky'],['https://t.co/OW1gudCc8S'],,,,,,,,,,,jairbolsonaro, pt pc b assinam regime nicolás maduro
402,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1046058678913323010,2018-09-29 15:26:38+00:00,Jornal O Globo mente ao dizer que omiti imóvel em 2010 junto ao TSE. https://t.co/Ju8Rv89cup,Jornal O Globo mente ao dizer que omiti imóvel em 2010 junto ao TSE. https://t.co/Ju8Rv89cup,1046058678913323010,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597882, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",1038,5603,20524,503,1046058678913323010,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1046058350436323328/pu/img/mZE4LINepufcVSoJ.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1046058350436323328/pu/vid/480x480/In3zPa7kYsr7CDVp.mp4?tag=5', 'bitrate': 832000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1046058350436323328/pu/pl/xdpBY0Oio_C4hxDQ.m3u8?tag=5', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1046058350436323328/pu/vid/720x720/tdf8BFlVL9drYMxI.mp4?tag=5', 'bitrate': 1280000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1046058350436323328/pu/vid/240x240/fxzwfvJ6I9yRSU6a.mp4?tag=5', 'bitrate': 256000}], 'duration': 45.0, 'views': 217582}]",,,,,,,,,,jairbolsonaro, jornal globo mente dizer omiti imóvel 2010 junto tse
403,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1046020761486598144,2018-09-29 12:55:58+00:00,A VERDADE QUE TE OMITEM: https://t.co/26xGnV4HPM,A VERDADE QUE TE OMITEM: https://t.co/26xGnV4HPM,1046020761486598144,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597882, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",672,5383,18007,366,1046020761486598144,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/DoQ2VQkWsAAnbV3?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/DoQ2VQkWsAAnbV3?format=jpg&name=large'}]",,,,,,,,,,jairbolsonaro, verdade omitem:
404,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1045969778492493824,2018-09-29 09:33:23+00:00,"O Brasil está na lama por conta do sistema falido que coloca o povo a serviço do Estado e faz acordos corruptos visando a própria sobrevivência. Liderando a corrida sem se curvar a este modelo, afirmo com segurança: nunca estivemos tão próximos de finalmente mudar esta realidade!","O Brasil está na lama por conta do sistema falido que coloca o povo a serviço do Estado e faz acordos corruptos visando a própria sobrevivência. Liderando a corrida sem se curvar a este modelo, afirmo com segurança: nunca estivemos tão próximos de finalmente mudar esta realidade!",1045969778492493824,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597882, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",1234,6854,32036,465,1045969778492493824,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,,,,,,,,jairbolsonaro, lama conta sistema falido coloca povo serviço faz acordos corruptos visando própria sobrevivência liderando corrida curvar modelo afirmo segurança: nunca tão próximos finalmente mudar realidade
405,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1045784959070482433,2018-09-28 21:18:58+00:00,APRESENTAMOS PERANTE PROCURADOR GERAL DE JUSTIÇA DO MINISTÉRIO PÚBLICO DO ESTADO DO RJ NOTÍCIA DE CRIME PRATICADO PELA Revista Veja (Editora Abril). https://t.co/0mVADvesk3,APRESENTAMOS PERANTE PROCURADOR GERAL DE JUSTIÇA DO MINISTÉRIO PÚBLICO DO ESTADO DO RJ NOTÍCIA DE CRIME PRATICADO PELA Revista Veja (Editora Abril). https://t.co/0mVADvesk3,1045784959070482433,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597882, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",2847,11867,44996,1300,1045784959070482433,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1045783349619564551/pu/img/9HeetpnNElRJgMLB.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1045783349619564551/pu/vid/240x240/z6uumnbTBBy0N55G.mp4?tag=5', 'bitrate': 256000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1045783349619564551/pu/vid/720x720/yRolVzRXj1nWC1oK.mp4?tag=5', 'bitrate': 1280000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1045783349619564551/pu/pl/dQgAb9mlbgpbWLXY.m3u8?tag=5', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1045783349619564551/pu/vid/480x480/m5ft4BgtCA8kSc-y.mp4?tag=5', 'bitrate': 832000}], 'duration': 106.733, 'views': 509701}]",,,,,,,,,,jairbolsonaro, apresentamos perante procurador geral justiça ministério público rj notícia crime praticado revista veja (editora abril)
406,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1045712580159909888,2018-09-28 16:31:22+00:00,"José Dirceu / ex-presidente do PT (condenado por corrupção e influenciador da campanha de Haddad, assim como Lulla) só que um está preso e o outro cumpre pena em liberdade. https://t.co/wyFCtW3N6z","José Dirceu / ex-presidente do PT (condenado por corrupção e influenciador da campanha de Haddad, assim como Lulla) só que um está preso e o outro cumpre pena em liberdade. https://t.co/wyFCtW3N6z",1045712580159909888,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597882, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",1104,5731,17911,695,1045712580159909888,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/DoMeCu2XsAAdVpa?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/DoMeCu2XsAAdVpa?format=jpg&name=large'}]",,,,,,,,,,jairbolsonaro, josé dirceu / ex-presidente pt (condenado corrupção influenciador campanha haddad assim lulla) preso outro cumpre pena liberdade
408,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1045697359806648320,2018-09-28 15:30:53+00:00,"Diferente do candidato presidiário, sempre me posicionei contra o controle da mídia. Mesmo assim sou o alvo favorito. Parece que a liberdade não interessa para parte da imprensa aparelhada, mas apenas as relaçõe$ promíscuas com a esquerda, nocivas à informação e à democracia.","Diferente do candidato presidiário, sempre me posicionei contra o controle da mídia. Mesmo assim sou o alvo favorito. Parece que a liberdade não interessa para parte da imprensa aparelhada, mas apenas as relaçõe$ promíscuas com a esquerda, nocivas à informação e à democracia.",1045697359806648320,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597882, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",1202,8319,35467,582,1045697359806648320,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,,,,,,,,jairbolsonaro, tentam parar rótulos criminosos falsos meias verdades distorcidas últimos meses ataques intensificaram continuamos firmes 1% desse serviço feito contra adversários apenas verdades venceriamos wo diferente candidato presidiário sempre posicionei contra controle mídia assim alvo favorito parece liberdade interessa parte imprensa aparelhada apenas relaçõe$ promíscuas esquerda nocivas informação democracia
